Defense,Offense,Text
South Alabama,Georgia Southern,"Tyler Bass kickoff for 65 yds , Tra Minter return for 30 yds to the GASOUTHERN 35 GA SOUTHERN Penalty, Defensive offside (-15 Yards) declined"
New Mexico State,Georgia Southern,"Shai Werts pass complete to Obe Fortune for 19 yds to the NEWMEXST 31 for a 1ST down NEW MEXICO ST Penalty, Defensive offside ( Yards) declined for a 1ST down"
Louisiana Monroe,Georgia Southern,"Wesley Fields run for 10 yds to the GeoSo 42 for a 1ST down UL MONROE Penalty, Defensive offside ( Yards) declined for a 1ST down"
Louisiana Monroe,Georgia Southern,"Shai Werts sacked by Kerry Starks for a loss of 6 yards to the GeoSo 30 GA SOUTHERN Penalty, illegal formation ( Yards) declined"
Louisiana Monroe,Georgia Southern,"Shai Werts pass complete to Mark Michaud for 22 yds for a TD (Tyler Bass KICK) UL MONROE Penalty, Defensive offside ( Yards) declined"
Georgia Southern,Liberty,"Stephen Calvert pass complete to Antonio Gandy-Golden for 14 yds for a TD GA SOUTHERN Penalty, Defensive pass interference ( Yards) declined (Alex Probert KICK)"
Troy,Georgia Southern,"Tyler Bass kickoff for 13 yds , Khalil McClain return for no gain to the GeoSo 35 GA SOUTHERN Penalty, Defensive offside ( Yards) declined"
Louisiana Monroe,Georgia Southern,"Wesley Kennedy III run for a loss of 3 yards to the GeoSo 41 GA SOUTHERN Penalty, Offensive holding ( Yards) declined"
Georgia Southern,Louisiana Monroe,"Colby Suits pass complete to Josh Pederson for 22 yds to the GeoSo 17 for a 1ST down GA SOUTHERN Penalty, Defensive offside ( Yards) declined for a 1ST down"
Troy,Georgia Southern,"Shai Werts pass complete to NaJee Thompson for 35 yds to the Troy 5 for a 1ST down TROY Penalty, Defensive offside ( Yards) declined for a 1ST down"
Texas State,Georgia Southern,"Shai Werts sacked by Emmanuel Galvan-Vazquez for a loss of 2 yards to the TexSt 22 GA SOUTHERN Penalty, Offensive holding ( Yards) declined"
Georgia State,Georgia Southern,"Alex Raynor 29 yd FG GOOD GEORGIA ST Penalty, offside defense ( Yards) declined"
Louisiana,Georgia Southern,"Justin Tomlin run for 8 yds to the GASOUTHERN 45 for a 1ST down LOUISIANA Penalty, Defensive Offside (Kam Pedescleaux) declined for a 1ST down"
Georgia Southern,Louisiana,"Levi Lewis pass complete to Jalen Williams for 19 yds to the LaLaf 45 for a 1ST down GA SOUTHERN Penalty, Defensive Holding ( Yards) declined for a 1ST down"
Louisiana,Georgia State,"Nick Arbuckle pass complete to Donovan Harden for 15 yds to the LaLaf 24 for a 1ST down UL LAFAYETTE Penalty, Defensive offside ( Yards) declined for a 1ST down"
Georgia State,Louisiana,"Terrance Broadway pass complete to Jamal Robinson for 21 yds for a TD GEORGIA ST Penalty, Defensive pass interference ( Yards) declined, (Hunter Stover MISSED)"
Georgia State,New Mexico State,"Tyler Rogers pass complete to Jordan Bergstrom for 33 yds for a TD, (Parker Davidson PAT MISSED) NEW MEXICO ST Penalty, IM ( Yards) declined"
New Mexico State,Georgia State,"Nick Arbuckle pass complete to Nyiakki Height for 51 yds to the NEWMEXST 35 for a 1ST down NEW MEXICO ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Georgia State,New Mexico State,"Tyler Rogers pass incomplete to Orryn Clark, broken up by Bruce Dukes NEW MEXICO ST Penalty, Offensive holding ( Yards) declined"
Georgia State,Liberty,"Desmond Rice run for 1 yd for a TD, (John Lunsford KICK) GEORGIA ST Penalty, Defensive offside ( Yards) declined"
Georgia State,Liberty,"Josh Woodrum pass incomplete to Darrin Peterson LIBERTY Penalty, Offensive holding ( Yards) declined"
Liberty,Georgia State,"Nick Arbuckle pass incomplete to Penny Hart GEORGIA ST Penalty, illegal formation ( Yards) declined"
Louisiana,Georgia State,"Wil Lutz pass complete to Tevin Jones for a loss of 1 yard to the GeoSt 23 GEORGIA ST Penalty, illegal touching ( Yards) declined"
Louisiana,Georgia State,"Nick Arbuckle pass incomplete to Penny Hart GEORGIA ST Penalty, Offensive holding ( Yards) declined"
Georgia State,Texas State,"Tyler Jones pass intercepted Chandon Sullivan return for no gain to the GeoSt 45 TEXAS STATE Penalty, Defensive pass interference ( Yards) declined"
South Alabama,Georgia State,"Demarcus Kirk run for 1 yd for a TD SOUTH ALABAMA Penalty, offside defense ( Yards) declined, (Wil Lutz KICK)"
Georgia State,South Alabama,"Xavier Johnson run for 9 yds to the SAlab 40 for a 1ST down GEORGIA ST Penalty, offside defense ( Yards) declined for a 1ST down"
Troy,Georgia State,"Nick Arbuckle run for 1 yd for a TD TROY Penalty, offside defense ( Yards) declined, (Wil Lutz KICK)"
Texas State,Georgia State,"Conner Manning run for 5 yds to the GeoSt 35 GEORGIA ST Penalty, Offensive holding ( Yards) declined"
Texas State,Georgia State,"Brandon Wright punt for 53 yds , Brandon McDowell returns for 5 yds to the TexSt 42 TEXAS STATE Penalty, offside defense ( Yards) declined"
Troy,Georgia State,"Conner Manning pass complete to Ari Werts for 38 yds to the TROY 37 for a 1ST down TROY Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Troy,Georgia State,"Conner Manning pass incomplete GEORGIA ST Penalty, ineligible downfield on pass ( Yards) declined"
Georgia State,UT Martin,"Troy Cook pass incomplete to Ben Axline TENN MARTIN Penalty, Offensive holding ( Yards) declined"
UT Martin,Georgia State,"Aaron Winchester sacked by Caleb Counce for a loss of 5 yards to the GeoSt 14 GEORGIA ST Penalty, illegal formation ( Yards) declined"
South Alabama,Georgia State,"Demarcus Kirk run for 2 yds for a TD SOUTH ALABAMA Penalty, offside defense ( Yards) declined, (Rogier Ten Lohuis KICK) SOUTH ALABAMA Penalty, offside defense ( Yards) declined"
Louisiana Monroe,Georgia State,"TEAM run for a loss of 16 yards for a SAFETY GEORGIA ST Penalty, illegal batting ( Yards) declined"
Georgia State,Tennessee State,"Treon Harris pass incomplete to Patrick Smith, broken up by Jerome Smith TENNESSEE ST Penalty, Offensive holding ( Yards) declined"
Tennessee State,Georgia State,"Conner Manning sacked by Jason Morrow for a loss of 4 yards to the GeoSt 33 GEORGIA ST Penalty, Offensive holding ( Yards) declined"
Louisiana Monroe,Georgia State,"Conner Manning pass complete to Taz Bateman for 13 yds to the GeoSt 38 for a 1ST down UL MONROE Penalty, Defensive offside ( Yards) declined for a 1ST down"
Louisiana Monroe,Georgia State,"Conner Manning pass complete to Penny Hart for 13 yds to the LaMon 3 for a 1ST down UL MONROE Penalty, Defensive offside ( Yards) declined for a 1ST down"
Georgia State,Idaho,"Colton Richardson sacked by Victor Heyward for a loss of 13 yards to the Idaho 16 IDAHO Penalty, Offensive holding ( Yards) declined"
Georgia State,NC State,"Ryan Finley pass complete to Kelvin Harmon for 39 yds to the NCSTATE 31 for a 1ST down GEORGIA ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Louisiana Monroe,Georgia State,"Dan Ellington pass complete to Destin Coates for 20 yds to the LaMon 27 for a 1ST down UL MONROE Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Georgia State,Louisiana Monroe,"Markis McCray run for a loss of 2 yards to the LaMon 18 UL MONROE Penalty, illegal block ( Yards) declined"
Louisiana,Georgia State,"Aaron Winchester pass incomplete to Cornelius McCoy GEORGIA ST Penalty, Offensive holding ( Yards) declined"
Georgia State,Furman,"Darren Grainger pass complete to Thomas Gordon for 32 yds for a TD, (Grayson Atkins KICK) GEORGIA ST Penalty, offside defense ( Yards) declined"
Georgia State,Furman,"Devin Wynn run for a loss of 1 yard to the Furm 22 FURMAN Penalty, personal foul ( Yards) declined"
Furman,Georgia State,"Dan Ellington pass complete to Cornelius McCoy for 22 yds to the Furm 21 for a 1ST down FURMAN Penalty, offside defense ( Yards) declined for a 1ST down"
Western Michigan,Georgia State,"Dan Ellington pass incomplete to Sam Pinckney GEORGIA ST Penalty, illegal procedure ( Yards) declined"
Georgia State,Troy,"Kaleb Barker pass complete to Khalil McClain for 38 yds to the GeoSt 1 for a 1ST down GEORGIA ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Georgia State,Louisiana,"Levi Lewis pass complete to Chris Smith for 6 yds to the LaLaf 32 LOUISIANA Penalty, Offensive holding ( Yards) declined"
Georgia State,Troy,"Jacob Free pass intercepted Cameron Sims return for 17 yds to the TROY 34 TROY Penalty, illegal formation ( Yards) declined"
Georgia State,Louisiana Monroe,"Jeremy Hunt pass complete to Perry Carter Jr. for 39 yds for a TD (Davis Hughes KICK) GEORGIA ST Penalty, offside defense ( Yards) declined"
North Carolina,Georgia State,"Cornelious Brown IV pass incomplete to Terrance Dixon GEORGIA ST Penalty, Ineligible Downfield on Pass (Shamarious Gilmore) declined"
Georgia Tech,Georgia,"Hutson Mason pass incomplete to Michael Bennett GEORGIA Penalty, Illegal Formation ( Yards) declined"
Georgia Tech,Tulane,"Tanner Lee pass complete to Trey Scott for 20 yds to the Tulan 38 for a 1ST down GEORGIA TECH Penalty, Defensive holding ( Yards) declined for a 1ST down"
Tulane,Georgia Tech,"Justin Thomas pass complete to Qua Searcy for 17 yds for a TD, (Harrison Butker KICK) TULANE Penalty, offside defense ( Yards) declined"
Georgia Tech,Pittsburgh,"Nathan Peterman pass complete to J.P. Holtz for 6 yds for a TD, (Chris Blewitt KICK) GEORGIA TECH Penalty, roughing the kicker ( Yards) declined"
Virginia,Georgia Tech,"Justin Thomas pass complete to Clinton Lynch for 22 yds for a TD VIRGINIA Penalty, Defensive pass interference ( Yards) declined, (Harrison Butker KICK)"
Georgia Tech,Miami,"Brad Kaaya pass complete to Stacy Coley for 4 yds to the MiaFl 29 MIAMI FL Penalty, Offensive holding ( Yards) declined"
Georgia Tech,Mercer,"John Russ sacked by Patrick Gamble for a loss of 4 yards to the GTech 29 MERCER Penalty, illegal formation ( Yards) declined"
Pittsburgh,Georgia Tech,"Justin Thomas pass incomplete to Ricky Jeune GEORGIA TECH Penalty, Offensive pass interference ( Yards) declined"
Pittsburgh,Georgia Tech,"Justin Thomas pass complete to Brad Stewart for 27 yds to the Pitt 12 for a 1ST down PITTSBURGH Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Georgia Tech,Pittsburgh,"Chris Blewitt 31 yd FG GOOD GEORGIA TECH Penalty, roughing passer ( Yards) declined"
North Carolina,Georgia Tech,"Justin Thomas pass complete to Brad Stewart for 41 yds to the UNC 31 for a 1ST down NORTH CAROLINA Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Tennessee,Georgia Tech,"TaQuon Marshall run for 1 yd to the Tenn 49 GEORGIA TECH Penalty, Illegal Shift ( Yards) declined"
Jacksonville State,Georgia Tech,"TaQuon Marshall pass complete to Ricky Jeune for 27 yds for a TD JACKSONVILLE ST Penalty, Defensive pass interference ( Yards) declined, (Shawn Davis KICK)"
Jacksonville State,Georgia Tech,"TaQuon Marshall pass complete to Ricky Jeune for 23 yds for a TD JACKSONVILLE ST Penalty, Defensive holding ( Yards) declined, (Shawn Davis KICK)"
Georgia Tech,North Carolina,"Jordon Brown run for 3 yds to the NCaro 42 NORTH CAROLINA Penalty, Offensive holding (-10 Yards) declined"
Alcorn State,Georgia Tech,"TaQuon Marshall pass intercepted Taurence Wilson return for 3 yds to the AlcSt 35 GEORGIA TECH Penalty, Defensive pass interference ( Yards) declined"
Georgia Tech,Pittsburgh,"Qadree Ollison run for no gain to the Pitt 37 PITTSBURGH Penalty, face mask (0 yards) ( Yards) declined"
Pittsburgh,Georgia Tech,"TaQuon Marshall run for 6 yds to the GTech 44 for a 1ST down PITTSBURGH Penalty, offside defense ( Yards) declined for a 1ST down"
Georgia Tech,Pittsburgh,"Kenny Pickett pass incomplete to Maurice Ffrench PITTSBURGH Penalty, illegal formation ( Yards) declined"
Georgia Tech,North Carolina,"Antonio Williams run for 1 yd for a TD, (Nathan Elliott pass  to Anthony Ratliff-Williams for Two-Point Conversion) GEORGIA TECH Penalty, Defensive pass interference ( Yards) declined"
South Florida,Georgia Tech,"Lucas Johnson pass complete to Jordan Mason for no gain to the SFla 34 GEORGIA TECH Penalty, illegal block ( Yards) declined"
Georgia Tech,Temple,"Jager Gardner run for 5 yds to the Temp 34 for a 1ST down GEORGIA TECH Penalty, substitution infraction ( Yards) declined for a 1ST down"
Georgia Tech,Temple,"Anthony Russo pass complete to Jadan Blue for 14 yds to the GTech 27 for a 1ST down GEORGIA TECH Penalty, Defensive holding ( Yards) declined for a 1ST down"
Georgia Tech,North Carolina,"Javonte Williams run for 13 yds to the GATECH 38 for a 1ST down GEORGIA TECH Penalty, substitution infraction ( Yards) declined for a 1ST down"
Miami,Georgia Tech,"Jordan Mason run for 1 yd to the GTech 5 GEORGIA TECH Penalty, Offensive holding ( Yards) declined"
Georgia Tech,Pittsburgh,"Alex Kessman kickoff for 65 yds , Tobias Oliver return for 18 yds to the GATECH 47 GEORGIA TECH Penalty, personal foul ( Yards) declined"
Georgia Tech,Pittsburgh,"A.J. Davis run for 6 yds to the GATECH 47 for a 1ST down GEORGIA TECH Penalty, substitution infraction ( Yards) declined for a 1ST down"
Georgia Tech,Virginia,"Bryce Perkins pass complete to Terrell Jana for 25 yds to the GTech 12 for a 1ST down GEORGIA TECH Penalty, Defensive holding ( Yards) declined for a 1ST down"
Virginia,Georgia Tech,"Jordan Mason run for 8 yds for a TD VIRGINIA Penalty, OF ( Yards) declined (Wesley Wells KICK)"
Virginia Tech,Georgia Tech,"James Graham run for no gain to the GTech 32 GEORGIA TECH Penalty, illegal motion ( Yards) declined"
Georgia Tech,UCF,"Dillon Gabriel pass complete to Tre Nixon for 25 yds for a TD GEORGIA TECH Penalty, substitution infraction ( Yards) declined (Daniel Obarski KICK)"
Georgia Tech,Syracuse,"Tommy DeVito pass complete to Jawhar Jordan for 18 yds to the SYRACUSE 46 for a 1ST down GEORGIA TECH Penalty, offside defense ( Yards) declined for a 1ST down"
Georgia Tech,Syracuse,"Tommy DeVito pass incomplete SYRACUSE Penalty, Offensive holding ( Yards) declined"
Georgia Tech,Syracuse,"Tommy DeVito pass complete to Nykeim Johnson for 43 yds for a TD (Andre Szmyt KICK) GEORGIA TECH Penalty, substitution infraction ( Yards) declined"
Georgia Tech,Notre Dame,"Ian Book run for no gain to the NDame 35 NOTRE DAME Penalty, Offensive Holding (Tommy Kraemer) declined"
North Carolina,Georgia Tech,"Jeff Sims run for 1 yd for a TD NORTH CAROLINA Penalty, Substitution Infraction, declined, (Brent Cimaglia KICK)"
Georgia Tech,Pittsburgh,"Kenny Pickett pass incomplete PITTSBURGH Penalty, Offensive Holding (Carter Warren) declined"
Georgia Tech,Virginia,"VIRGINIA Penalty, Personal Foul ( Yards) declined"
Miami,Georgia Tech,"David Shanahan punt for 54 yds, downed at the MIAMI 13 MIAMI FL Penalty, Illegal Substitution (TEAM) declined"
Georgia Tech,Notre Dame,"NOTRE DAME Penalty, Offensive Holding ( Yards) declined"
Troy,Georgia,"Brendan Douglas run for 6 yds to the Troy 7 for a 1ST down TROY Penalty, Defensive Offside ( Yards) declined for a 1ST down"
Tennessee,Georgia,"Todd Gurley run for 8 yds to the Tenn 26 GEORGIA Penalty, Offensive Holding ( Yards) declined"
Vanderbilt,Georgia,"Brice Ramsey pass incomplete to Jeb Blazevich GEORGIA Penalty, Ineligible Downfield on Pass (Isaiah Wynn) declined"
Vanderbilt,Georgia,"Sony Michel run for a loss of 5 yards to the GEORGIA 49 GEORGIA Penalty, illegal motion ( Yards) declined"
Vanderbilt,Georgia,"Jacob Eason pass incomplete to Reggie Davis GEORGIA Penalty, Offensive pass interference ( Yards) declined"
Vanderbilt,Georgia,"Nick Chubb run for 2 yds to the Vandy 19 GEORGIA Penalty, illegal formation ( Yards) declined"
Georgia,Kentucky,"Benny Snell Jr. run for 2 yds to the Kent 38 KENTUCKY Penalty, illegal formation ( Yards) declined"
Kentucky,Georgia,"Jacob Eason pass complete to Javon Wims for 51 yds to the KENTUCKY 16 for a 1ST down KENTUCKY Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Georgia,Kentucky,"Stephen Johnson pass complete to Ryan Timmons for 2 yds to the Kent 13 KENTUCKY Penalty, personal foul ( Yards) declined"
Kentucky,Georgia,"Rodrigo Blankenship 25 yd FG GOOD KENTUCKY Penalty, personal foul ( Yards) declined"
Tennessee,Georgia,"Brian Herrien run for 1 yd for a TD, (Rodrigo Blankenship KICK) TENNESSEE Penalty, offside defense ( Yards) declined"
Kentucky,Georgia,"Sony Michel run for 3 yds to the Geo 18 GEORGIA Penalty, Offensive Holding ( Yards) declined"
Georgia,Austin Peay,"Jeremiah Oatsvall pass complete to Baniko Harley for no gain to the APeay 23 AUSTINPEAY Penalty, Offensive Pass Interference ( Yards) declined"
Georgia,LSU,"Joe Burrow sacked by Robert Beal Jr. for a loss of 12 yards to the Geo 32 LSU Penalty, Offensive Holding ( Yards) declined"
Georgia,LSU,"Nick Brossette run for no gain to the Geo 12 LSU Penalty, Illegal Formation ( Yards) declined"
Tennessee,Georgia,"Stetson Bennett run for no gain to the Geo 36 for a 1ST down GEORGIA Penalty, Illegal Motion ( Yards) declined for a 1ST down"
Tennessee,Georgia,"Stetson Bennett pass incomplete to Darnell Washington GEORGIA Penalty, Offensive Pass Interference (Darnell Washington) declined"
Vanderbilt,Georgia,"Stetson Bennett pass complete to Ladd McConkey for 27 yds to the VANDERBILT 23 for a 1ST down VANDERBILT Penalty, Defensive Offside ( Yards) declined for a 1ST down"
Hawai'i,San Diego State,"Quinn Kaehler pass complete to Lloyd Mills for 26 yds for a TD HAWAII Penalty, 0S (NA) declined, (Donny Hageman KICK)"
San Diego State,Hawai'i,"Ikaika Woolsey pass incomplete to Quinton Pedroza HAWAII Penalty, Offensive holding (NA) declined"
Wisconsin,Hawai'i,"Max Wittek pass incomplete HAWAII Penalty, illegal formation ( Yards) declined"
Hawai'i,Nevada,"Tyler Stewart run for 25 yds to the NEVADA 35 for a 1ST down HAWAII Penalty, illegal participation ( Yards) declined for a 1ST down"
UNLV,Hawai'i,"M. Davis run for 3 yds for a TD,UNLV penalty, Defensive offside ( Yards) declined, (R. Sanchez KICK)"
UNLV,Hawai'i,"Ikaika Woolsey pass incomplete to Devan Stubblefield, broken up by Torry McTyer HAWAII Penalty, Offensive holding ( Yards) declined"
San José State,Hawai'i,"Dru Brown pass incomplete to John Ursua, broken up by Trevon Bierria HAWAII Penalty, ineligible downfield on pass ( Yards) declined"
Hawai'i,UMass,"Andrew Ford pass complete to Andy Isabella for 14 yds to the Hawa 21 HAWAII Penalty, offside defense ( Yards) declined"
Wyoming,Hawai'i,"Diocemy Saint Juste run for 3 yds to the Hawa 20 HAWAII Penalty, Offensive holding ( Yards) declined"
Wyoming,Hawai'i,"Cole McDonald run for a loss of 4 yards to the Wyom 30 HAWAII Penalty, illegal formation ( Yards) declined"
Hawai'i,Wyoming,"Josh Allen pass incomplete to Austin Conway, broken up by Manu Hudson-Rasmussen WYOMING Penalty, Offensive holding ( Yards) declined"
Hawai'i,San Diego State,"Ryan Agnew pass complete to Isaac Lessard for 13 yds for a TD HAWAII Penalty, Defensive offside ( Yards) declined (John Baron II KICK)"
Nevada,Hawai'i,"Cole McDonald pass complete to Cedric Byrd II for 36 yds for a TD, (Ryan Meskell KICK) NEVADA Penalty, Defensive offside ( Yards) declined"
Hawai'i,Nevada,"Cristian Solano sacked by Andrew Choi and Jonah Laulu for a loss of 10 yards to the Hawa 35 NEVADA Penalty, personal foul ( Yards) declined"
New Mexico,Hawai'i,"Cole McDonald pass complete to JoJo Ward for 38 yds to the NMex 11 for a 1ST down NEW MEXICO Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
New Mexico,Hawai'i,"Justin Uahinui sacked by Joey Noble and Alex Hart for a loss of 8 yards to the Hawa 17 HAWAII Penalty, illegal motion ( Yards) declined"
Hawai'i,UNLV,"Kenyon Oblad pass intercepted Paul Scott return for 2 yds to the Hawa 4 UNLV Penalty, illegal procedure ( Yards) declined"
San Diego State,Hawai'i,"Chevan Cordeiro pass incomplete to Jared Smart HAWAII Penalty, Offensive holding ( Yards) declined"
Oregon State,Hawai'i,"OREGON ST Penalty, Defensive Holding (Riley Sharp) declined for a 1ST down"
Hawai'i,Nevada,"Carson Strong pass complete to Romeo Doubs for 25 yds to the Hawa 23 for a 1ST down HAWAII Penalty, Illegal Substitution (Solo Turner) declined for a 1ST down"
Hawai'i,Utah State,"UTAH ST Penalty, Illegal Formation ( Yards) declined"
Hawai'i,Wyoming,"HAWAII Penalty, Defensive Pass Interference (Hugh Nelson II) declined for a 1ST down"
Hawai'i,Wyoming,"HAWAII Penalty, Offsides (Darius Muasau) declined for a 1ST down"
Hawai'i,Wyoming,"HAWAII Penalty, Offsides (Khoury Bethley) declined"
UNLV,Houston,"John O'Korn pass complete to Greg Ward Jr. for 18 yds to the HOUSTON 35 for a 1ST down UNLV Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Memphis,Houston,"Greg Ward Jr. pass complete to Markeith Ambles for 25 yds for a TD MEMPHIS Penalty, Defensive holding ( Yards) declined, (Kyle Bullard KICK)"
Houston,Tulsa,"Dane Evans pass complete to Bishop Louie for 30 yds to the HOUSTON 45 for a 1ST down HOUSTON Penalty, Defensive holding ( Yards) declined for a 1ST down"
Tennessee Tech,Houston,"Greg Ward Jr. run for 8 yds to the Houst 23 HOUSTON Penalty, Offensive holding ( Yards) declined"
Louisville,Houston,"Logan Piper pass incomplete HOUSTON Penalty, illegal formation ( Yards) declined"
Houston,Louisville,"Kyle Bolin pass complete to Micky Crum for 29 yds for a TD HOUSTON Penalty, Defensive pass interference ( Yards) declined, (John Wallace KICK)"
Tulsa,Houston,"Greg Ward Jr. pass complete to Tyler McCloskey for no gain to the Houst 41 HOUSTON Penalty, illegal formation ( Yards) declined"
Houston,Tulsa,"Dane Evans pass intercepted Lee Hightower return for no gain to the Houst 40 TULSA Penalty, IF ( Yards) declined"
Houston,Tulane,"Jordy Joseph pass complete to Devon Breaux for 51 yds to the TULANE 25 for a 1ST down HOUSTON Penalty, Defensive holding ( Yards) declined for a 1ST down"
UCF,Houston,"Greg Ward Jr. run for 6 yds to the Houst 15 HOUSTON Penalty, Offensive Holding (Mason Denley) declined"
Houston,Vanderbilt,"Kyle Shurmur pass incomplete VANDERBILT Penalty, Offensive Holding ( Yards) declined"
Memphis,Houston,"Kyle Postma pass complete to Chance Allen for 12 yds to the Memph 7 for a 1ST down MEMPHIS Penalty, Defensive Holding ( Yards) declined for a 1ST down"
Navy,Houston,"Greg Ward Jr. pass complete to Linell Bonner for 4 yds for a TD NAVY Penalty, Defensive pass interference ( Yards) declined, (Ty Cummings KICK)"
Houston,Oklahoma,"Baker Mayfield pass complete to Mark Andrews for 25 yds for a TD HOUSTON Penalty, Defensive Pass Interference (Garrett Davis) declined, (Two-Point Conversion failed )"
Tulsa,Houston,"Dillon Birden run for 12 yds to the Tulsa 21 for a 1ST down TULSA Penalty, Defensive Offside ( Yards) declined for a 1ST down"
Houston,Tulane,"Zachary Block punt for 40 yds HOUSTON Penalty, roughing the kicker ( Yards) declined"
Temple,Houston,"Kyle Postma pass complete to Steven Dunbar for 14 yds to the Temp 28 for a 1ST down TEMPLE Penalty, Defensive offside ( Yards) declined for a 1ST down"
Houston,SMU,"Ben Hicks pass incomplete to Courtland Sutton, broken up by Jeremy Winchester SMU Penalty, Offensive holding ( Yards) declined"
Houston,SMU,"Ben Hicks sacked by Joeal Williams for a loss of 8 yards to the Houst 29 SMU Penalty, Offensive holding ( Yards) declined"
Tulsa,Houston,"Kyle Postma pass incomplete to Alex Leslie, broken up by McKinley Whitfield HOUSTON Penalty, Offensive pass interference ( Yards) declined"
Tulsa,Houston,"Kyle Postma pass intercepted McKinley Whitfield return for 51 yds to the TULSA 2 HOUSTON Penalty, personal foul ( Yards) declined"
Tulsa,Houston,"Kyle Postma pass complete to D'Eriq King for 7 yds to the Houst 32 HOUSTON Penalty, Offensive holding ( Yards) declined"
Houston,South Florida,"Jonathan Hernandez punt for 31 yds, fair catch by Brandon McDowell at the SOUFLA 31 HOUSTON Penalty, roughing the kicker ( Yards) declined"
South Florida,Houston,"D'Eriq King sacked by Deadrin Senat for a loss of 10 yards to the Houst 37 HOUSTON Penalty, Offensive holding ( Yards) declined"
Houston,South Florida,"Quinton Flowers pass complete to Marquez Valdes-Scantling for 38 yds to the SOUFLA 39 for a 1ST down SOUTH FLORIDA Penalty, clipping ( Yards) declined for a 1ST down"
Tulane,Houston,"D'Eriq King pass intercepted, touchback. Parry Nickerson return for no gain HOUSTON Penalty, Defensive holding ( Yards) declined"
Houston,Temple,"Ryquell Armstead run for 4 yds for a TD HOUSTON Penalty, Defensive offside ( Yards) declined (Will Mobley KICK)"
Temple,Houston,"D'Eriq King pass incomplete to Marquez Stevenson HOUSTON Penalty, ED ( Yards) declined"
Memphis,Houston,"Clayton Tune pass complete to Terry Mark for 33 yds for a TD MEMPHIS Penalty, offside defense ( Yards) declined (Dalton Witherspoon KICK)"
Houston,Memphis,"Brady White pass complete to Patrick Taylor Jr. for 9 yds to the Houst 37 for a 1ST down HOUSTON Penalty, offside defense ( Yards) declined for a 1ST down"
Prairie View,Houston,"D'Eriq King sacked by Storey Jackson for a loss of 5 yards to the PraVw 28 HOUSTON Penalty, Offensive holding ( Yards) declined"
Prairie View,Houston,"Chandler Smith run for 13 yds to the PraVw 31 for a 1ST down PRAIRIE VIEW Penalty, Defensive offside ( Yards) declined for a 1ST down"
Prairie View,Houston,"Kelan Walker run for 2 yds to the Houst 29 HOUSTON Penalty, Offensive holding ( Yards) declined"
Houston,Tulsa,"Thomas Bennett punt for 46 yds , Damarion Williams returns for no gain to the Houst 22 HOUSTON Penalty, roughing the kicker ( Yards) declined"
Tulsa,Houston,"Clayton Tune pass complete to Kyle Porter for 2 yds to the Houst 36 HOUSTON Penalty, Offensive holding ( Yards) declined"
Houston,Navy,"Dalen Morris pass complete to Myles Fells for 29 yds to the NAVY 34 for a 1ST down HOUSTON Penalty, personal foul ( Yards) declined for a 1ST down"
Memphis,Houston,"Clayton Tune run for no gain to the Memph 11 HOUSTON Penalty, Offensive holding ( Yards) declined"
Houston,Grambling,"HOUSTON Penalty, Defensive Pass Interference (Marcus Jones) declined for a 1ST down"
Idaho,Louisiana Monroe,"Justin Manton punt for 42 yds IDAHO Penalty, roughing the kicker ( Yards) declined"
Idaho,Western Michigan,"Jarvion Franklin run for 1 yd for a TD IDAHO Penalty, offside defense ( Yards) declined, (Andrew Haldeman KICK)"
Texas State,Idaho,"Matt Linehan pass incomplete to Joshua McCain IDAHO Penalty, illegal formation ( Yards) declined"
Texas State,Idaho,"Matt Linehan pass complete to Elijhaa Penny for 20 yds to the TexSt 16 for a 1ST down TEXAS STATE Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Texas State,Idaho,"Matt Linehan pass complete to Joshua McCain for 33 yds to the TexSt 3 for a 1ST down TEXAS STATE Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Idaho,San Diego State,"Quinn Kaehler pass incomplete to Lloyd Mills SAN DIEGO ST Penalty, Offensive holding ( Yards) declined"
Idaho,Troy,"Kinderick Dent pass incomplete TROY Penalty, illegal formation ( Yards) declined"
Ohio,Idaho,"IDAHO Penalty, illegal block ( Yards) declined"
Troy,Idaho,"Matt Linehan pass incomplete IDAHO Penalty, Offensive holding ( Yards) declined"
Idaho,New Mexico State,"Andrew Allen pass incomplete NEW MEXICO ST Penalty, illegal shift ( Yards) declined"
Idaho,New Mexico State,"Andrew Allen pass complete to Jordan Bergstrom for 9 yds for a TD, (Parker Davidson KICK) IDAHO Penalty, Defensive offside ( Yards) declined"
Idaho,New Mexico State,"Andrew Allen pass complete to Tyrain Taylor for 51 yds to the NEWMEXST 43 for a 1ST down IDAHO Penalty, substitution infraction ( Yards) declined for a 1ST down"
