Defense,Offense,Text
Oklahoma State,Texas Tech,"Armand Shyne run for no gain to the OKSt 45 TEXAS TECH Penalty, illegal procedure ( Yards) declined"
Texas Tech,Oklahoma State,"Chuba Hubbard run for a loss of 4 yards to the TexTc 26 OKLAHOMA ST Penalty, Offensive holding ( Yards) declined"
Oklahoma State,Tulsa,"Davis Brin pass complete to Keylon Stokes for no gain to the OKSt 43 TULSA Penalty, Offensive Holding (Tyon Davis) declined"
Tulsa,Oklahoma State,"OKLAHOMA ST Penalty, Delay Of Game ( Yards) declined"
Oklahoma,Texas Tech,"Patrick Mahomes sacked by Eric Striker for a loss of 7 yards to the TexTc 28 TEXAS TECH Penalty, Offensive Holding ( Yards) declined"
Texas,Oklahoma,"Baker Mayfield run for 2 yds to the Texas 47 OKLAHOMA Penalty, Illegal Use of Hands (Orlando Brown) declined"
Oklahoma,Texas,"Sam Ehlinger pass incomplete to Collin Johnson TEXAS Penalty, Offensive Pass Interference (Jerrod Heard) declined"
Texas Tech,Oklahoma,"Baker Mayfield pass incomplete OKLAHOMA Penalty, Ineligible Downfield on Pass declined"
TCU,Oklahoma,"Trey Sermon run for a loss of 1 yard to the Okla 24 OKLAHOMA Penalty, Illegal Shift ( Yards) declined"
Missouri State,Oklahoma,"Spencer Rattler sacked by Isaiah Sayles for a loss of 5 yards to the MoSt 20 OKLAHOMA Penalty, Offensive holding ( Yards) declined"
Oregon,Oklahoma,"Michael Turk punt for 47 yds, fair catch by Seven McGee at the OKLAHOMA 7 OREGON Penalty, Running Into Kicker ( Yards) declined"
Oklahoma,TCU,"Max Duggan pass complete to Quentin Johnston for 20 yds for a TD OKLAHOMA Penalty, Defensive Pass Interference ( Yards) declined"
Texas Tech,Oklahoma,"Spencer Rattler pass complete to Brian Darby for 42 yds for a TD TEXAS TECH Penalty, Defensive Pass Interference (Krishon Merriweather) declined, (Gabe Brkic KICK)"
Old Dominion,Hampton,"Jaylian Williamson pass incomplete to Rashawn Proctor HAMPTON Penalty, Offensive pass interference ( Yards) declined"
Norfolk State,Old Dominion,"Ricky Segers kickoff for 47 yds OLDDOMINION Penalty, ball on NSU20, PENALTY offside defense ( Yards) declined"
Old Dominion,Norfolk State,"Greg Hankerson run for 1 yd to the NflkS 47 NORFOLK ST Penalty, illegal formation ( Yards) declined"
Old Dominion,Norfolk State,"Greg Hankerson pass incomplete to Quinta Funderburk, broken up by C.J. Bradshaw NORFOLK ST Penalty, illegal formation ( Yards) declined"
Old Dominion,Norfolk State,"Greg Hankerson pass complete to Gerard Johnson for 1 yd to the ODU 33 NORFOLK ST Penalty, illegal formation ( Yards) declined"
Norfolk State,Old Dominion,"Kesean Strong run for 4 yds to the ODU 23 OLDDOMINION Penalty, Offensive holding ( Yards) declined"
Western Kentucky,Old Dominion,"Shuler Bentley pass complete to Zach Pascal for 28 yds to the OLDDOMNION 44 for a 1ST down WESTRN KENTUCKY Penalty, Defensive holding ( Yards) declined for a 1ST down"
UTEP,Old Dominion,"David Washington pass complete to Zach Pascal for 26 yds for a TD UTEP Penalty, Defensive pass interference ( Yards) declined, (Chris Kirtley KICK)"
Old Dominion,Southern Mississippi,"Nick Mullens pass intercepted Fellonte Misher return for 52 yds to the SoMis 0 SOUTHERN MISS Penalty, illegal block ( Yards) declined"
Hampton,Old Dominion,"OLDDOMINION Penalty, delay of game ( Yards) declined"
Old Dominion,Hampton,"Jayl Williamson sacked by Tim Ward for a loss of 7 yards to the Hampt 3 HAMPTON Penalty, Offensive holding ( Yards) declined"
UMass,Old Dominion,"David Washington pass complete to Melvin Vaughn for 16 yds to the UMass 16 for a 1ST down MASSACHUSETTS Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
UMass,Old Dominion,"David Washington pass incomplete OLDDOMINION Penalty, illegal block ( Yards) declined"
Western Kentucky,Old Dominion,"Jeremy Cox run for no gain to the ODU 33 OLDDOMINION Penalty, IF ( Yards) declined"
Old Dominion,Western Kentucky,"Mike White pass incomplete to Taywan Taylor WESTRN KENTUCKY Penalty, ineligible downfield on pass ( Yards) declined"
Virginia Tech,Old Dominion,"Steven Williams Jr. pass intercepted Divine Deablo return for no gain to the ODU 14 OLDDOMINION Penalty, Defensive holding ( Yards) declined"
Old Dominion,Virginia Tech,"AJ Bush pass incomplete VIRGINIA TECH Penalty, illegal formation ( Yards) declined"
Old Dominion,Western Kentucky,"Mike White pass complete to Jacquez Sloan for 44 yds for a TD OLDDOMINION Penalty, offside defense ( Yards) declined, (Ryan Nuss KICK)"
Virginia Tech,Old Dominion,"Blake LaRussa pass complete to Jonathan Duhart for 29 yds for a TD VIRGINIA TECH Penalty, Defensive pass interference ( Yards) declined Brad Davis kickoff Steven Peoples run for a loss of 2 yards to the VTech 33 (Nick Rice KICK)"
Virginia Tech,Old Dominion,"Kesean Strong run for 2 yds to the ODU 18 OLDDOMINION Penalty, illegal formation ( Yards) declined"
Virginia,Old Dominion,"Stone Smartt run for 10 yds for a TD, (Nick Rice KICK) VIRGINIA Penalty, OF ( Yards) declined"
Virginia,Old Dominion,"Stone Smartt run for no gain to the ODU 29 OLDDOMINION Penalty, Defensive holding ( Yards) declined"
Western Kentucky,Old Dominion,"Bailey Cate punt for 35 yds WESTRN KENTUCKY Penalty, roughing the kicker ( Yards) declined"
Old Dominion,UAB,"Tyler Johnston III pass incomplete to Hayden Pittman UAB Penalty, illegal formation ( Yards) declined"
UT San Antonio,Old Dominion,"Steven Williams pass complete to Isaiah Spencer for 42 yds for a TD (Nick Rice KICK) UT SAN ANTONIO Penalty, offside defense ( Yards) declined"
Old Dominion,UT San Antonio,"Sincere McCormick run for 18 yds to the TexSA 36 for a 1ST down OLDDOMINION Penalty, offside defense ( Yards) declined for a 1ST down"
Hampton,Old Dominion,"OLDDOMINION Penalty, Offensive Pass Interference ( Yards) declined"
Vanderbilt,Ole Miss,"Jaylen Walton run for 7 yds to the Vandy 1 VANDERBILT Penalty, 12 Men on the Field ( Yards) declined"
Ole Miss,Vanderbilt,"Kyle Shurmur pass complete to Trent Sherfield for 5 yds for a TD OLE MISS Penalty, Defensive offside ( Yards) declined, (Tommy Openshaw KICK)"
Ole Miss,Vanderbilt,"Kyle Shurmur pass complete to Jared Pinkney for 21 yds to the 50 yard line for a 1ST down OLE MISS Penalty, Defensive holding ( Yards) declined for a 1ST down"
Ole Miss,Vanderbilt,"Ralph Webb run for 37 yds to the OLEMISS 22 for a 1ST down OLE MISS Penalty, Defensive offside ( Yards) declined for a 1ST down"
Ole Miss,Vanderbilt,"Deuce Wallace pass complete to C.J. Duncan for 12 yds to the Miss 9 for a 1ST down OLE MISS Penalty, Defensive offside ( Yards) declined for a 1ST down"
Ole Miss,Southern Illinois,"Sam Straub pass complete to Raphael Leonard for 70 yds for a TD OLE MISS Penalty, Defensive offside ( Yards) declined (Nico Gualdoni KICK)"
Southern Illinois,Ole Miss,"Jordan Ta'amu pass incomplete to Elijah Moore, broken up by Jeremy Chinn OLE MISS Penalty, ineligible downfield on pass ( Yards) declined"
Southern Illinois,Ole Miss,"Jordan Ta'amu pass complete to Braylon Sanders for 36 yds to the SoIll 13 for a 1ST down SOUTHN ILLINOIS Penalty, Defensive offside ( Yards) declined for a 1ST down"
South Carolina,Ole Miss,"Luke Logan kickoff for 55 yds , Deebo Samuel return for 90 yds for a TD (Parker White KICK) OLE MISS Penalty, Defensive offside ( Yards) declined"
South Carolina,Ole Miss,"TEAM run for a loss of 4 yards to the SCaro 14 OLE MISS Penalty, illegal shift ( Yards) declined"
Ole Miss,South Carolina,"Jake Bentley pass complete to Josh Vann for 5 yds for a TD OLE MISS Penalty, Defensive offside ( Yards) declined (Parker White KICK)"
Ole Miss,Vanderbilt,"Kyle Shurmur pass complete to Kalija Lipscomb for 5 yds for a TD (Ryley Guay KICK) OLE MISS Penalty, roughing the kicker ( Yards) declined"
Ole Miss,Vanderbilt,"Riley Neal pass incomplete to Kalija Lipscomb VANDERBILT Penalty, Offensive holding ( Yards) declined"
Ole Miss,Vanderbilt,"Riley Neal pass incomplete to Chris Pierce VANDERBILT Penalty, Offensive holding ( Yards) declined"
Ole Miss,Vanderbilt,"Deuce Wallace pass complete to Kalija Lipscomb for 2 yds to the Vandy 34 for a 1ST down OLE MISS Penalty, substitution infraction (15 Yards) declined for a 1ST down"
Austin Peay,Ole Miss,"OLE MISS Penalty, Offensive Holding ( Yards) declined"
Ole Miss,Austin Peay,"AUSTINPEAY Penalty, fumbled snap, . SAFETY Illegal Touch Of Kick on RIGNEY, Matthew (Matt Rigney) declined for a SAFETY"
Ole Miss,Austin Peay,"OLE MISS Penalty, Defensive Pass Interference (Jaylon Jones) declined for a 1ST down"
Ole Miss,Tulane,"Michael Pratt pass incomplete to Phat Watts TULANE Penalty, Defensive Pass Interference (Tyrick James) declined"
Tulane,Ole Miss,"Matt Corral pass incomplete to Snoop Conner OLE MISS Penalty, Offensive Holding ( Yards) declined"
Ole Miss,Tennessee,"Hendon Hooker pass complete to Velus Jones Jr. for 29 yds to the Miss 1 for a 1ST down OLE MISS Penalty, Defensive Offside (Jahcour Pearson) declined for a 1ST down"
Portland State,Oregon State,"Sean Mannion pass incomplete to Victor Bolden OREGON ST Penalty, Offensive holding ( Yards) declined"
Portland State,Oregon State,"Sean Mannion run for 6 yds for a TD PORTLAND ST Penalty, Defensive holding ( Yards) declined, (Garrett Owens KICK)"
Oregon State,Portland State,"Kieran McDonagh sacked by Bud Delva for a loss of 6 yards to the PrtSt 5 PORTLAND ST Penalty, personal foul ( Yards) declined"
Washington,Oregon State,"Sean Mannion pass incomplete to Victor Bolden, broken up by Budda Baker OREGON ST Penalty, illegal motion ( Yards) declined"
Oregon,Oregon State,"Marcus McMaryion pass incomplete OREGON ST Penalty, personal foul ( Yards) declined"
Idaho State,Oregon State,"Darell Garretson pass incomplete to Seth Collins, broken up by Jake Pettit OREGON ST Penalty, Offensive pass interference ( Yards) declined"
Idaho State,Oregon State,"Ryan Nall run for a loss of 1 yard to the IdaSt 11 OREGON ST Penalty, Defensive holding ( Yards) declined"
Utah,Oregon State,"Darell Garretson pass incomplete to Seth Collins OREGON ST Penalty, illegal formation ( Yards) declined"
Oregon State,Utah,"Troy Williams run for 1 yd to the Utah 45 UTAH Penalty, Offensive holding ( Yards) declined"
Washington State,Oregon State,"Marcus McMaryion pass incomplete OREGON ST Penalty, Offensive pass interference ( Yards) declined"
Washington State,Oregon State,"Nick Porebski punt for 45 yds , Kaleb Fossum returns for a loss of 1 yard to the WshSt 27 WASHINGTON ST Penalty, roughing the kicker ( Yards) declined"
Portland State,Oregon State,"Jake Luton run for 5 yds to the OREGONST 48 OREGON ST Penalty, Offensive holding ( Yards) declined"
Portland State,Oregon State,"Jake Luton pass complete to Isaiah Hodgins for 9 yds to the OrgSt 32 PORTLAND ST Penalty, offside defense ( Yards) declined"
Washington,Oregon State,"Nick Porebski punt for 58 yds, downed at the OREGONST 2 WASHINGTON Penalty, roughing the kicker ( Yards) declined"
Oregon State,Oregon,"Justin Herbert pass incomplete to Jaylon Redd, broken up by Omar Hicks-Onu OREGON Penalty, ineligible downfield on pass ( Yards) declined"
Southern Utah,Oregon State,"Jordan Choukair 32 yd FG GOOD SOUTHERN UTAH Penalty, offside defense ( Yards) declined"
Oregon State,Southern Utah,"Chris Helbig run for 2 yds for a TD (Two-Point Conversion failed ) SOUTHERN UTAH Penalty, unsportsmanlike conduct ( Yards) declined"
Oregon State,Washington State,"Gardner Minshew pass complete to Dezmon Patmon for 23 yds to the OrgSt 13 for a 1ST down OREGON ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Oregon State,Washington,"Jake Browning pass incomplete to Drew Sample, broken up by Kaleb Hayes WASHINGTON Penalty, Offensive holding ( Yards) declined"
Oregon State,Washington,"Joel Whitford punt for 47 yds, fair catch by Trevon Bradford at the WASHINGTON 31 OREGON ST Penalty, roughing the kicker ( Yards) declined"
Washington,Oregon State,"Conor Blount pass incomplete OREGON ST Penalty, Defensive holding ( Yards) declined"
Oregon State,Oregon,"Blake Maimone punt for 34 yds, fair catch by Trevon Bradford at the OREGONST 30 OREGON ST Penalty, roughing the kicker ( Yards) declined"
UCLA,Oregon State,"Artavis Pierce run for 4 yds to the OrgSt 46 OREGON ST Penalty, Offensive holding ( Yards) declined"
UCLA,Oregon State,"Jake Luton pass incomplete OREGON ST Penalty, Offensive holding ( Yards) declined"
Oregon State,Utah,"Zack Moss run for a loss of 1 yard to the Utah 9 UTAH Penalty, Offensive holding ( Yards) declined"
Utah,Oregon State,"Jake Luton pass complete to Noah Togiai for 1 yd to the Utah 47 OREGON ST Penalty, Offensive holding ( Yards) declined"
Washington State,Oregon State,"Jake Luton pass complete to Noah Togiai for 18 yds for a TD (Everett Hayes KICK) WASHINGTON ST Penalty, Defensive offside ( Yards) declined"
Oregon,Oregon State,"Tristan Gebbia run for 2 yds to the OrgSt 24 OREGON ST Penalty, Offensive holding ( Yards) declined"
Oregon,Oregon State,"Artavis Pierce run for 23 yds to the OrgSt 25 for a 1ST down OREGON Penalty, Defensive offside ( Yards) declined for a 1ST down"
Oregon State,Washington State,"Jayden de Laura pass complete to Travell Harris for 29 yds for a TD OREGON ST Penalty, Defensive offside ( Yards) declined, (Blake Mazza KICK)"
Washington,Oregon State,"Tristan Gebbia sacked by Zion Tupuola-Fetui for a loss of 8 yards to the OrgSt 32 Tristan Gebbia fumbled, recovered by Wash Edefuan Ulofoshio , return for 0 yards OREGON ST Penalty, personal foul ( Yards) declined"
Washington,Oregon State,"Caleb Lightbourn punt for 42 yds, fair catch by Trent McDuffie at the Wash 5 WASHINGTON Penalty, roughing the kicker ( Yards) declined"
Oregon State,Washington,"Sean McGrew run for 2 yds to the Wash 7 WASHINGTON Penalty, Offensive holding ( Yards) declined"
Oregon State,Washington,"Richard Newton run for a loss of 1 yard to the OrgSt 5 WASHINGTON Penalty, illegal block ( Yards) declined"
Utah,Oregon State,"Calvin Tyler Jr. run for 6 yds for a TD (Everett Hayes KICK) UTAH Penalty, offside defense ( Yards) declined"
Stanford,Oregon State,"Chance Nolan pass complete to Tyjon Lindsey for 30 yds for a TD STANFORD Penalty, offside defense ( Yards) declined (Everett Hayes KICK)"
Oregon State,Stanford,"Davis Mills pass complete to Elijah Higgins for 18 yds to the OrgSt 13 for a 1ST down OREGON ST Penalty, Defensive holding ( Yards) declined for a 1ST down"
Oregon,TCU,"Bram Kohlhausen pass incomplete to Shaun Nixon TCU Penalty, Illegal Formation ( Yards) declined"
Washington State,Oregon,"Jeff Lockie pass complete to Royce Freeman for 17 yds for a TD WASHINGTON ST Penalty, Defensive offside ( Yards) declined, (Aidan Schneider KICK)"
Washington State,Oregon,"Jeff Lockie pass complete to Jalen Brown for 3 yds to the WshSt 43 OREGON Penalty, Offensive holding ( Yards) declined"
Oregon,Washington,"Jake Browning pass incomplete to Jaydon Mickens WASHINGTON Penalty, illegal formation ( Yards) declined"
Washington,Oregon,"Taj Griffin run for a loss of 2 yards to the Oregn 41 OREGON Penalty, Offensive holding ( Yards) declined"
Washington,Oregon,"Vernon Adams Jr. pass incomplete to Dwayne Stanford OREGON Penalty, Offensive holding ( Yards) declined"
USC,Oregon,"Taj Griffin run for 1 yd to the Oregn 41 OREGON Penalty, Offensive Holding ( Yards) declined"
Southern Utah,Oregon,"Justin Herbert pass complete to Jacob Breeland for 25 yds to the OREGON 32 for a 1ST down SOUTHERN UTAH Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Southern Utah,Oregon,"Justin Herbert pass complete to Johnny Johnson III for 37 yds to the SoUth 1 for a 1ST down SOUTHERN UTAH Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Washington State,Oregon,"Braxton Burmeister sacked by Frankie Luvu for a loss of 11 yards to the Oregn 30 OREGON Penalty, illegal formation ( Yards) declined"
Oregon,Portland State,"Jalani Eason pass incomplete PORTLAND ST Penalty, Offensive holding ( Yards) declined"
Portland State,Oregon,"Justin Herbert pass complete to Travis Dye for 13 yds to the PrtSt 32 for a 1ST down PORTLAND ST Penalty, Defensive holding ( Yards) declined for a 1ST down"
Oregon,UCLA,"Dorian Thompson-Robinson pass incomplete to Caleb Wilson UCLA Penalty, Offensive pass interference ( Yards) declined"
Oregon,Utah,"Jason Shelley run for 4 yds to the Utah 22 UTAH Penalty, Offensive holding ( Yards) declined"
Oregon,Stanford,"Cameron Scarlett run for no gain to the Stanf 10 STANFORD Penalty, Offensive Holding ( Yards) declined"
Oregon,UCLA,"Anthony Brown pass complete to Devon Williams for 32 yds to the OREGON 29 for a 1ST down OREGON Penalty, Offensive Offside ( Yards) declined for a 1ST down"
Utah,Oregon,"Anthony Brown pass incomplete to Kris Hutson OREGON Penalty, Ineligible Downfield on Pass (Malaesala Aumavae-Laulu) declined"
Penn State,Pittsburgh,"PENN ST Penalty, offside defense ( Yards) declined"
Temple,Penn State,"Trace McSorley run for 2 yds for a TD TEMPLE Penalty, Defensive holding ( Yards) declined, (Tyler Davis KICK)"
Pittsburgh,Penn State,"Trace McSorley pass incomplete to Jonathan Holland PENN ST Penalty, Offensive Holding ( Yards) declined"
Penn State,Rutgers,"Isaih Pacheco run for a loss of 3 yards to the Rutgr 37 RUTGERS Penalty, illegal shift ( Yards) declined"
Rutgers,Penn State,"Trace McSorley pass incomplete PENN ST Penalty, Offensive holding ( Yards) declined"
Rutgers,Penn State,"PENN ST Penalty, Offensive Pass Interference (Jahan Dotson) declined"
Rutgers,Penn State,"RUTGERS Penalty, Defensive Holding (Christian Izien) declined for a 1ST down"
Pittsburgh,Syracuse,"Mitch Kimble pass incomplete to Prince-Tyson Gulley SYRACUSE Penalty, Offensive Holding ( Yards) declined"
Virginia,Pittsburgh,"Nathan Peterman pass incomplete, broken up by Quin Blanding PITTSBURGH Penalty, illegal shift ( Yards) declined"
